measurement,Source Link,XPath,Load Time (ms),Timestamp
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],184,2024-08-05 16:23:08
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],190,2024-08-08 19:05:07
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],451,2024-08-13 00:14:26
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],197,2024-08-10 13:55:09
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],194,2024-08-08 16:49:59
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],202,2024-08-04 00:36:28
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],187,2024-08-06 09:57:00
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],337,2024-08-13 07:28:49
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-12 01:32:07
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],181,2024-08-14 07:03:44
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],180,2024-08-04 21:07:53
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],182,2024-08-10 06:35:21
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],320,2024-08-04 19:23:23
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],186,2024-08-07 08:06:39
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],265,2024-08-08 04:30:13
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],173,2024-08-14 20:22:37
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],318,2024-08-09 04:56:40
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],197,2024-08-11 07:36:30
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],189,2024-08-14 10:41:28
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],194,2024-08-14 07:35:03
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-05 16:24:36
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],192,2024-08-07 12:58:50
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],187,2024-08-04 14:38:59
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],191,2024-08-08 04:02:36
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],191,2024-08-05 17:52:21
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],196,2024-08-08 11:14:34
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],186,2024-08-11 17:46:58
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],191,2024-08-13 19:59:14
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],177,2024-08-07 09:22:33
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],196,2024-08-04 06:33:51
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],184,2024-08-06 05:24:33
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],200,2024-08-13 08:26:14
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],192,2024-08-04 07:35:05
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],191,2024-08-09 06:26:02
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],203,2024-08-09 21:05:27
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],286,2024-08-07 04:35:18
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],205,2024-08-04 23:42:32
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],196,2024-08-04 23:18:32
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],335,2024-08-14 13:03:48
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],194,2024-08-13 16:18:58
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],279,2024-08-11 16:36:50
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],201,2024-08-08 17:14:05
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],193,2024-08-10 18:12:54
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],194,2024-08-08 23:11:01
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],198,2024-08-11 04:12:08
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],180,2024-08-09 19:48:48
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],182,2024-08-07 02:48:55
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],203,2024-08-14 01:29:52
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-05 08:39:48
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],182,2024-08-13 02:40:56
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-10 11:50:01
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],277,2024-08-04 22:23:35
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],341,2024-08-04 12:19:31
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],196,2024-08-10 07:44:38
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-08 20:18:48
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],190,2024-08-14 07:32:36
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],200,2024-08-14 00:23:54
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],189,2024-08-08 14:08:23
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],197,2024-08-13 22:56:16
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],189,2024-08-04 13:45:03
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],197,2024-08-04 05:51:09
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],176,2024-08-10 08:13:11
load_times,https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js,/html[1]/head[1]/script[6],195,2024-08-10 22:54:31
